Provinsi,Jenjang_Pendidikan,Tahun_Dari,Tahun_Ke,Nilai_Awal,Nilai_Akhir,Perubahan_Absolut,Perubahan_Persen,Status_Trend
PAPUA BARAT DAYA,SMP,2021,2022,86.2,86.2,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMP,2022,2023,86.2,86.2,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2015,2016,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2016,2017,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2017,2018,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2018,2019,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2019,2020,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2020,2021,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2021,2022,62.44,62.44,0.0,0.0,Stabil
PAPUA BARAT DAYA,SMA,2022,2023,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2015,2016,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2016,2017,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2017,2018,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2018,2019,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2019,2020,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2020,2021,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2021,2022,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SD,2022,2023,95.62,95.62,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2015,2016,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2016,2017,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2017,2018,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2018,2019,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2019,2020,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2020,2021,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2021,2022,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMP,2022,2023,86.2,86.2,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2015,2016,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2016,2017,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2017,2018,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2018,2019,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2019,2020,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2020,2021,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2021,2022,62.44,62.44,0.0,0.0,Stabil
PAPUA PEGUNUNGAN,SMA,2022,2023,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SD,2015,2016,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2016,2017,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2017,2018,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2018,2019,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2019,2020,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2020,2021,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2021,2022,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SD,2022,2023,95.62,95.62,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2015,2016,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2016,2017,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2017,2018,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2018,2019,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2019,2020,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2020,2021,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2021,2022,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMP,2022,2023,86.2,86.2,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2015,2016,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2016,2017,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2017,2018,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2018,2019,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2019,2020,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2020,2021,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2021,2022,62.44,62.44,0.0,0.0,Stabil
PAPUA SELATAN,SMA,2022,2023,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SD,2015,2016,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2016,2017,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2017,2018,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2018,2019,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2019,2020,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2020,2021,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2021,2022,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SD,2022,2023,95.62,95.62,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2015,2016,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2016,2017,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2017,2018,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2018,2019,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2019,2020,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2020,2021,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2021,2022,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMP,2022,2023,86.2,86.2,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2015,2016,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2016,2017,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2017,2018,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2018,2019,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2019,2020,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2020,2021,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2021,2022,62.44,62.44,0.0,0.0,Stabil
PAPUA TENGAH,SMA,2022,2023,62.44,62.44,0.0,0.0,Stabil
RIAU,SD,2015,2016,90.44,93.23,2.79,3.08,Naik
RIAU,SD,2016,2017,93.23,94.76,1.53,1.64,Naik
RIAU,SD,2017,2018,94.76,95.39,0.63,0.66,Naik
RIAU,SD,2018,2019,95.39,95.11,-0.28,-0.29,Stabil
RIAU,SD,2019,2020,95.11,95.18,0.07,0.07,Stabil
RIAU,SD,2020,2021,95.18,96.91,1.73,1.82,Naik
RIAU,SD,2021,2022,96.91,98.2,1.29,1.33,Naik
RIAU,SD,2022,2023,98.2,98.09,-0.11,-0.11,Stabil
RIAU,SMP,2015,2016,76.54,81.3,4.76,6.22,Naik
RIAU,SMP,2016,2017,81.3,85.37,4.07,5.01,Naik
RIAU,SMP,2017,2018,85.37,83.45,-1.92,-2.25,Turun
RIAU,SMP,2018,2019,83.45,84.97,1.52,1.82,Naik
RIAU,SMP,2019,2020,84.97,86.84,1.87,2.2,Naik
RIAU,SMP,2020,2021,86.84,87.11,0.27,0.31,Stabil
RIAU,SMP,2021,2022,87.11,88.53,1.42,1.63,Naik
RIAU,SMP,2022,2023,88.53,90.52,1.99,2.25,Naik
RIAU,SMA,2015,2016,57.28,62.12,4.84,8.45,Naik
RIAU,SMA,2016,2017,62.12,61.9,-0.22,-0.35,Stabil
RIAU,SMA,2017,2018,61.9,63.71,1.81,2.92,Naik
RIAU,SMA,2018,2019,63.71,58.78,-4.93,-7.74,Turun
RIAU,SMA,2019,2020,58.78,66.62,7.84,13.34,Naik
RIAU,SMA,2020,2021,66.62,68.94,2.32,3.48,Naik
RIAU,SMA,2021,2022,68.94,66.91,-2.03,-2.94,Turun
RIAU,SMA,2022,2023,66.91,67.79,0.88,1.32,Naik
SULAWESI BARAT,SD,2015,2016,90.27,90.78,0.51,0.56,Naik
SULAWESI BARAT,SD,2016,2017,90.78,90.29,-0.49,-0.54,Stabil
SULAWESI BARAT,SD,2017,2018,90.29,92.6,2.31,2.56,Naik
SULAWESI BARAT,SD,2018,2019,92.6,91.54,-1.06,-1.14,Turun
SULAWESI BARAT,SD,2019,2020,91.54,94.7,3.16,3.45,Naik
SULAWESI BARAT,SD,2020,2021,94.7,95.93,1.23,1.3,Naik
SULAWESI BARAT,SD,2021,2022,95.93,97.15,1.22,1.27,Naik
SULAWESI BARAT,SD,2022,2023,97.15,95.13,-2.02,-2.08,Turun
SULAWESI BARAT,SMP,2015,2016,75.58,79.45,3.87,5.12,Naik
SULAWESI BARAT,SMP,2016,2017,79.45,78.46,-0.99,-1.25,Turun
SULAWESI BARAT,SMP,2017,2018,78.46,78.83,0.37,0.47,Stabil
SULAWESI BARAT,SMP,2018,2019,78.83,77.68,-1.15,-1.46,Turun
SULAWESI BARAT,SMP,2019,2020,77.68,83.08,5.4,6.95,Naik
SULAWESI BARAT,SMP,2020,2021,83.08,86.09,3.01,3.62,Naik
SULAWESI BARAT,SMP,2021,2022,86.09,84.14,-1.95,-2.27,Turun
SULAWESI BARAT,SMP,2022,2023,84.14,84.04,-0.1,-0.12,Stabil
SULAWESI BARAT,SMA,2015,2016,39.29,53.45,14.16,36.04,Naik
SULAWESI BARAT,SMA,2016,2017,53.45,56.17,2.72,5.09,Naik
SULAWESI BARAT,SMA,2017,2018,56.17,37.65,-18.52,-32.97,Turun
SULAWESI BARAT,SMA,2018,2019,37.65,48.2,10.55,28.02,Naik
SULAWESI BARAT,SMA,2019,2020,48.2,56.6,8.4,17.43,Naik
SULAWESI BARAT,SMA,2020,2021,56.6,56.22,-0.38,-0.67,Stabil
SULAWESI BARAT,SMA,2021,2022,56.22,55.18,-1.04,-1.85,Turun
SULAWESI BARAT,SMA,2022,2023,55.18,54.79,-0.39,-0.71,Stabil
SULAWESI SELATAN,SD,2015,2016,91.18,93.79,2.61,2.86,Naik
SULAWESI SELATAN,SD,2016,2017,93.79,94.53,0.74,0.79,Naik
SULAWESI SELATAN,SD,2017,2018,94.53,94.05,-0.48,-0.51,Stabil
SULAWESI SELATAN,SD,2018,2019,94.05,95.18,1.13,1.2,Naik
SULAWESI SELATAN,SD,2019,2020,95.18,96.13,0.95,1.0,Naik
SULAWESI SELATAN,SD,2020,2021,96.13,97.3,1.17,1.22,Naik
SULAWESI SELATAN,SD,2021,2022,97.3,98.05,0.75,0.77,Naik
SULAWESI SELATAN,SD,2022,2023,98.05,98.37,0.32,0.33,Stabil
SULAWESI SELATAN,SMP,2015,2016,78.08,82.46,4.38,5.61,Naik
SULAWESI SELATAN,SMP,2016,2017,82.46,83.01,0.55,0.67,Naik
SULAWESI SELATAN,SMP,2017,2018,83.01,83.32,0.31,0.37,Stabil
SULAWESI SELATAN,SMP,2018,2019,83.32,83.74,0.42,0.5,Stabil
SULAWESI SELATAN,SMP,2019,2020,83.74,85.08,1.34,1.6,Naik
SULAWESI SELATAN,SMP,2020,2021,85.08,88.18,3.1,3.64,Naik
SULAWESI SELATAN,SMP,2021,2022,88.18,90.55,2.37,2.69,Naik
SULAWESI SELATAN,SMP,2022,2023,90.55,88.74,-1.81,-2.0,Turun
SULAWESI SELATAN,SMA,2015,2016,50.85,59.56,8.71,17.13,Naik
SULAWESI SELATAN,SMA,2016,2017,59.56,63.82,4.26,7.15,Naik
SULAWESI SELATAN,SMA,2017,2018,63.82,56.86,-6.96,-10.91,Turun
SULAWESI SELATAN,SMA,2018,2019,56.86,60.97,4.11,7.23,Naik
SULAWESI SELATAN,SMA,2019,2020,60.97,66.22,5.25,8.61,Naik
SULAWESI SELATAN,SMA,2020,2021,66.22,69.43,3.21,4.85,Naik
SULAWESI SELATAN,SMA,2021,2022,69.43,68.32,-1.11,-1.6,Turun
SULAWESI SELATAN,SMA,2022,2023,68.32,67.41,-0.91,-1.33,Turun
SULAWESI TENGAH,SD,2015,2016,87.06,90.93,3.87,4.45,Naik
SULAWESI TENGAH,SD,2016,2017,90.93,92.83,1.9,2.09,Naik
SULAWESI TENGAH,SD,2017,2018,92.83,91.44,-1.39,-1.5,Turun
SULAWESI TENGAH,SD,2018,2019,91.44,93.56,2.12,2.32,Naik
SULAWESI TENGAH,SD,2019,2020,93.56,95.05,1.49,1.59,Naik
SULAWESI TENGAH,SD,2020,2021,95.05,96.19,1.14,1.2,Naik
SULAWESI TENGAH,SD,2021,2022,96.19,97.19,1.0,1.04,Naik
SULAWESI TENGAH,SD,2022,2023,97.19,97.56,0.37,0.38,Stabil
SULAWESI TENGAH,SMP,2015,2016,77.31,80.76,3.45,4.46,Naik
SULAWESI TENGAH,SMP,2016,2017,80.76,81.72,0.96,1.19,Naik
SULAWESI TENGAH,SMP,2017,2018,81.72,78.61,-3.11,-3.81,Turun
SULAWESI TENGAH,SMP,2018,2019,78.61,82.23,3.62,4.61,Naik
SULAWESI TENGAH,SMP,2019,2020,82.23,82.79,0.56,0.68,Naik
SULAWESI TENGAH,SMP,2020,2021,82.79,85.42,2.63,3.18,Naik
SULAWESI TENGAH,SMP,2021,2022,85.42,88.9,3.48,4.07,Naik
SULAWESI TENGAH,SMP,2022,2023,88.9,90.05,1.15,1.29,Naik
SULAWESI TENGAH,SMA,2015,2016,45.84,61.79,15.95,34.79,Naik
SULAWESI TENGAH,SMA,2016,2017,61.79,62.73,0.94,1.52,Naik
SULAWESI TENGAH,SMA,2017,2018,62.73,53.84,-8.89,-14.17,Turun
SULAWESI TENGAH,SMA,2018,2019,53.84,52.0,-1.84,-3.42,Turun
SULAWESI TENGAH,SMA,2019,2020,52.0,57.68,5.68,10.92,Naik
SULAWESI TENGAH,SMA,2020,2021,57.68,61.16,3.48,6.03,Naik
SULAWESI TENGAH,SMA,2021,2022,61.16,53.73,-7.43,-12.15,Turun
SULAWESI TENGAH,SMA,2022,2023,53.73,55.69,1.96,3.65,Naik
SULAWESI TENGGARA,SD,2015,2016,92.21,95.58,3.37,3.65,Naik
SULAWESI TENGGARA,SD,2016,2017,95.58,94.16,-1.42,-1.49,Turun
SULAWESI TENGGARA,SD,2017,2018,94.16,95.25,1.09,1.16,Naik
SULAWESI TENGGARA,SD,2018,2019,95.25,94.54,-0.71,-0.75,Turun
SULAWESI TENGGARA,SD,2019,2020,94.54,95.28,0.74,0.78,Naik
SULAWESI TENGGARA,SD,2020,2021,95.28,95.58,0.3,0.31,Stabil
SULAWESI TENGGARA,SD,2021,2022,95.58,97.24,1.66,1.74,Naik
SULAWESI TENGGARA,SD,2022,2023,97.24,97.83,0.59,0.61,Naik
SULAWESI TENGGARA,SMP,2015,2016,82.75,88.06,5.31,6.42,Naik
SULAWESI TENGGARA,SMP,2016,2017,88.06,85.1,-2.96,-3.36,Turun
SULAWESI TENGGARA,SMP,2017,2018,85.1,86.05,0.95,1.12,Naik
SULAWESI TENGGARA,SMP,2018,2019,86.05,85.46,-0.59,-0.69,Turun
SULAWESI TENGGARA,SMP,2019,2020,85.46,89.18,3.72,4.35,Naik
SULAWESI TENGGARA,SMP,2020,2021,89.18,90.88,1.7,1.91,Naik
SULAWESI TENGGARA,SMP,2021,2022,90.88,91.19,0.31,0.34,Stabil
SULAWESI TENGGARA,SMP,2022,2023,91.19,89.55,-1.64,-1.8,Turun
SULAWESI TENGGARA,SMA,2015,2016,61.52,67.12,5.6,9.1,Naik
SULAWESI TENGGARA,SMA,2016,2017,67.12,67.75,0.63,0.94,Naik
SULAWESI TENGGARA,SMA,2017,2018,67.75,67.67,-0.08,-0.12,Stabil
SULAWESI TENGGARA,SMA,2018,2019,67.67,64.26,-3.41,-5.04,Turun
SULAWESI TENGGARA,SMA,2019,2020,64.26,68.28,4.02,6.26,Naik
SULAWESI TENGGARA,SMA,2020,2021,68.28,70.65,2.37,3.47,Naik
SULAWESI TENGGARA,SMA,2021,2022,70.65,65.97,-4.68,-6.62,Turun
SULAWESI TENGGARA,SMA,2022,2023,65.97,68.28,2.31,3.5,Naik
SULAWESI UTARA,SD,2015,2016,93.41,94.97,1.56,1.67,Naik
SULAWESI UTARA,SD,2016,2017,94.97,95.9,0.93,0.98,Naik
SULAWESI UTARA,SD,2017,2018,95.9,95.48,-0.42,-0.44,Stabil
SULAWESI UTARA,SD,2018,2019,95.48,95.97,0.49,0.51,Stabil
SULAWESI UTARA,SD,2019,2020,95.97,95.58,-0.39,-0.41,Stabil
SULAWESI UTARA,SD,2020,2021,95.58,96.1,0.52,0.54,Naik
SULAWESI UTARA,SD,2021,2022,96.1,96.74,0.64,0.67,Naik
SULAWESI UTARA,SD,2022,2023,96.74,96.18,-0.56,-0.58,Turun
SULAWESI UTARA,SMP,2015,2016,82.35,88.08,5.73,6.96,Naik
SULAWESI UTARA,SMP,2016,2017,88.08,86.01,-2.07,-2.35,Turun
SULAWESI UTARA,SMP,2017,2018,86.01,86.72,0.71,0.83,Naik
SULAWESI UTARA,SMP,2018,2019,86.72,85.67,-1.05,-1.21,Turun
SULAWESI UTARA,SMP,2019,2020,85.67,86.69,1.02,1.19,Naik
SULAWESI UTARA,SMP,2020,2021,86.69,91.05,4.36,5.03,Naik
SULAWESI UTARA,SMP,2021,2022,91.05,91.98,0.93,1.02,Naik
SULAWESI UTARA,SMP,2022,2023,91.98,92.07,0.09,0.1,Stabil
SULAWESI UTARA,SMA,2015,2016,55.5,72.33,16.83,30.32,Naik
SULAWESI UTARA,SMA,2016,2017,72.33,67.46,-4.87,-6.73,Turun
SULAWESI UTARA,SMA,2017,2018,67.46,70.02,2.56,3.79,Naik
SULAWESI UTARA,SMA,2018,2019,70.02,67.58,-2.44,-3.48,Turun
SULAWESI UTARA,SMA,2019,2020,67.58,73.79,6.21,9.19,Naik
SULAWESI UTARA,SMA,2020,2021,73.79,68.56,-5.23,-7.09,Turun
SULAWESI UTARA,SMA,2021,2022,68.56,66.66,-1.9,-2.77,Turun
SULAWESI UTARA,SMA,2022,2023,66.66,67.57,0.91,1.37,Naik
SUMATERA BARAT,SD,2015,2016,87.85,90.69,2.84,3.23,Naik
SUMATERA BARAT,SD,2016,2017,90.69,92.67,1.98,2.18,Naik
SUMATERA BARAT,SD,2017,2018,92.67,90.54,-2.13,-2.3,Turun
SUMATERA BARAT,SD,2018,2019,90.54,91.25,0.71,0.78,Naik
SUMATERA BARAT,SD,2019,2020,91.25,93.26,2.01,2.2,Naik
SUMATERA BARAT,SD,2020,2021,93.26,95.29,2.03,2.18,Naik
SUMATERA BARAT,SD,2021,2022,95.29,97.87,2.58,2.71,Naik
SUMATERA BARAT,SD,2022,2023,97.87,95.81,-2.06,-2.1,Turun
SUMATERA BARAT,SMP,2015,2016,78.77,82.5,3.73,4.74,Naik
SUMATERA BARAT,SMP,2016,2017,82.5,81.11,-1.39,-1.68,Turun
SUMATERA BARAT,SMP,2017,2018,81.11,82.59,1.48,1.82,Naik
SUMATERA BARAT,SMP,2018,2019,82.59,84.07,1.48,1.79,Naik
SUMATERA BARAT,SMP,2019,2020,84.07,87.12,3.05,3.63,Naik
SUMATERA BARAT,SMP,2020,2021,87.12,89.49,2.37,2.72,Naik
SUMATERA BARAT,SMP,2021,2022,89.49,88.83,-0.66,-0.74,Turun
SUMATERA BARAT,SMP,2022,2023,88.83,90.65,1.82,2.05,Naik
SUMATERA BARAT,SMA,2015,2016,58.04,64.97,6.93,11.94,Naik
SUMATERA BARAT,SMA,2016,2017,64.97,60.8,-4.17,-6.42,Turun
SUMATERA BARAT,SMA,2017,2018,60.8,65.34,4.54,7.47,Naik
SUMATERA BARAT,SMA,2018,2019,65.34,60.32,-5.02,-7.68,Turun
SUMATERA BARAT,SMA,2019,2020,60.32,67.11,6.79,11.26,Naik
SUMATERA BARAT,SMA,2020,2021,67.11,70.06,2.95,4.4,Naik
SUMATERA BARAT,SMA,2021,2022,70.06,65.96,-4.1,-5.85,Turun
SUMATERA BARAT,SMA,2022,2023,65.96,68.64,2.68,4.06,Naik
SUMATERA SELATAN,SD,2015,2016,90.27,94.86,4.59,5.08,Naik
SUMATERA SELATAN,SD,2016,2017,94.86,95.88,1.02,1.08,Naik
SUMATERA SELATAN,SD,2017,2018,95.88,94.02,-1.86,-1.94,Turun
SUMATERA SELATAN,SD,2018,2019,94.02,96.08,2.06,2.19,Naik
SUMATERA SELATAN,SD,2019,2020,96.08,95.93,-0.15,-0.16,Stabil
SUMATERA SELATAN,SD,2020,2021,95.93,97.82,1.89,1.97,Naik
SUMATERA SELATAN,SD,2021,2022,97.82,97.53,-0.29,-0.3,Stabil
SUMATERA SELATAN,SD,2022,2023,97.53,97.58,0.05,0.05,Stabil
SUMATERA SELATAN,SMP,2015,2016,78.35,82.41,4.06,5.18,Naik
SUMATERA SELATAN,SMP,2016,2017,82.41,82.59,0.18,0.22,Stabil
SUMATERA SELATAN,SMP,2017,2018,82.59,84.18,1.59,1.93,Naik
SUMATERA SELATAN,SMP,2018,2019,84.18,83.4,-0.78,-0.93,Turun
SUMATERA SELATAN,SMP,2019,2020,83.4,85.02,1.62,1.94,Naik
SUMATERA SELATAN,SMP,2020,2021,85.02,87.68,2.66,3.13,Naik
SUMATERA SELATAN,SMP,2021,2022,87.68,88.41,0.73,0.83,Naik
SUMATERA SELATAN,SMP,2022,2023,88.41,87.95,-0.46,-0.52,Stabil
SUMATERA SELATAN,SMA,2015,2016,48.9,55.37,6.47,13.23,Naik
SUMATERA SELATAN,SMA,2016,2017,55.37,54.15,-1.22,-2.2,Turun
SUMATERA SELATAN,SMA,2017,2018,54.15,63.94,9.79,18.08,Naik
SUMATERA SELATAN,SMA,2018,2019,63.94,58.23,-5.71,-8.93,Turun
SUMATERA SELATAN,SMA,2019,2020,58.23,65.42,7.19,12.35,Naik
SUMATERA SELATAN,SMA,2020,2021,65.42,67.2,1.78,2.72,Naik
SUMATERA SELATAN,SMA,2021,2022,67.2,67.07,-0.13,-0.19,Stabil
SUMATERA SELATAN,SMA,2022,2023,67.07,64.81,-2.26,-3.37,Turun
SUMATERA UTARA,SD,2015,2016,92.76,96.61,3.85,4.15,Naik
SUMATERA UTARA,SD,2016,2017,96.61,97.63,1.02,1.06,Naik
SUMATERA UTARA,SD,2017,2018,97.63,95.76,-1.87,-1.92,Turun
SUMATERA UTARA,SD,2018,2019,95.76,97.12,1.36,1.42,Naik
SUMATERA UTARA,SD,2019,2020,97.12,96.48,-0.64,-0.66,Turun
SUMATERA UTARA,SD,2020,2021,96.48,98.57,2.09,2.17,Naik
SUMATERA UTARA,SD,2021,2022,98.57,98.74,0.17,0.17,Stabil
SUMATERA UTARA,SD,2022,2023,98.74,98.75,0.01,0.01,Stabil
SUMATERA UTARA,SMP,2015,2016,80.87,87.97,7.1,8.78,Naik
SUMATERA UTARA,SMP,2016,2017,87.97,88.7,0.73,0.83,Naik
SUMATERA UTARA,SMP,2017,2018,88.7,87.97,-0.73,-0.82,Turun
SUMATERA UTARA,SMP,2018,2019,87.97,88.26,0.29,0.33,Stabil
SUMATERA UTARA,SMP,2019,2020,88.26,91.63,3.37,3.82,Naik
SUMATERA UTARA,SMP,2020,2021,91.63,91.35,-0.28,-0.31,Stabil
SUMATERA UTARA,SMP,2021,2022,91.35,92.84,1.49,1.63,Naik
SUMATERA UTARA,SMP,2022,2023,92.84,94.35,1.51,1.63,Naik
SUMATERA UTARA,SMA,2015,2016,59.54,69.69,10.15,17.05,Naik
SUMATERA UTARA,SMA,2016,2017,69.69,67.16,-2.53,-3.63,Turun
SUMATERA UTARA,SMA,2017,2018,67.16,68.34,1.18,1.76,Naik
SUMATERA UTARA,SMA,2018,2019,68.34,65.21,-3.13,-4.58,Turun
SUMATERA UTARA,SMA,2019,2020,65.21,70.39,5.18,7.94,Naik
SUMATERA UTARA,SMA,2020,2021,70.39,72.81,2.42,3.44,Naik
SUMATERA UTARA,SMA,2021,2022,72.81,77.16,4.35,5.97,Naik
SUMATERA UTARA,SMA,2022,2023,77.16,74.43,-2.73,-3.54,Turun
